Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
217.00	1.5444	0.086643	11.542	2.7274	4.5334	101.72	12.473	20.786	867.58	-0.11477	16.000	0.12482	vapor
217.50	1.5444	0.086444	11.568	2.7336	4.5438	101.77	12.473	20.786	868.58	-0.11477	16.025	0.12502	vapor
218.00	1.5444	0.086246	11.595	2.7398	4.5542	101.82	12.473	20.786	869.58	-0.11477	16.049	0.12521	vapor
218.50	1.5444	0.086049	11.621	2.7461	4.5646	101.87	12.473	20.786	870.57	-0.11477	16.074	0.12541	vapor
219.00	1.5444	0.085853	11.648	2.7523	4.5750	101.92	12.473	20.786	871.56	-0.11478	16.099	0.12561	vapor
219.50	1.5444	0.085658	11.674	2.7585	4.5854	101.96	12.473	20.786	872.56	-0.11478	16.124	0.12581	vapor
220.00	1.5444	0.085463	11.701	2.7648	4.5958	102.01	12.473	20.786	873.55	-0.11478	16.148	0.12600	vapor
220.50	1.5444	0.085270	11.728	2.7710	4.6062	102.06	12.473	20.786	874.54	-0.11478	16.173	0.12620	vapor
221.00	1.5444	0.085077	11.754	2.7772	4.6166	102.10	12.473	20.786	875.53	-0.11478	16.198	0.12639	vapor
221.50	1.5444	0.084885	11.781	2.7835	4.6270	102.15	12.473	20.786	876.51	-0.11478	16.223	0.12659	vapor
222.00	1.5444	0.084694	11.807	2.7897	4.6373	102.20	12.473	20.786	877.50	-0.11478	16.247	0.12679	vapor
222.50	1.5444	0.084504	11.834	2.7960	4.6477	102.24	12.473	20.786	878.49	-0.11477	16.272	0.12698	vapor
223.00	1.5444	0.084315	11.860	2.8022	4.6581	102.29	12.473	20.786	879.47	-0.11477	16.297	0.12718	vapor
223.50	1.5444	0.084126	11.887	2.8084	4.6685	102.34	12.473	20.786	880.45	-0.11477	16.321	0.12738	vapor
224.00	1.5444	0.083939	11.913	2.8147	4.6789	102.38	12.473	20.786	881.43	-0.11477	16.346	0.12757	vapor
224.50	1.5444	0.083752	11.940	2.8209	4.6893	102.43	12.473	20.786	882.42	-0.11477	16.370	0.12777	vapor
225.00	1.5444	0.083566	11.967	2.8271	4.6997	102.48	12.473	20.786	883.40	-0.11477	16.395	0.12796	vapor
225.50	1.5444	0.083381	11.993	2.8334	4.7101	102.52	12.473	20.786	884.38	-0.11477	16.419	0.12816	vapor
226.00	1.5444	0.083197	12.020	2.8396	4.7205	102.57	12.473	20.786	885.35	-0.11477	16.444	0.12835	vapor
226.50	1.5444	0.083013	12.046	2.8458	4.7309	102.62	12.473	20.786	886.33	-0.11476	16.469	0.12855	vapor
227.00	1.5444	0.082831	12.073	2.8521	4.7413	102.66	12.473	20.786	887.31	-0.11476	16.493	0.12874	vapor
227.50	1.5444	0.082649	12.099	2.8583	4.7517	102.71	12.473	20.786	888.28	-0.11476	16.518	0.12894	vapor
228.00	1.5444	0.082468	12.126	2.8646	4.7621	102.75	12.473	20.786	889.25	-0.11476	16.542	0.12913	vapor
228.50	1.5444	0.082287	12.153	2.8708	4.7725	102.80	12.473	20.786	890.23	-0.11476	16.567	0.12933	vapor
229.00	1.5444	0.082108	12.179	2.8770	4.7828	102.84	12.473	20.786	891.20	-0.11475	16.591	0.12952	vapor
229.50	1.5444	0.081929	12.206	2.8833	4.7932	102.89	12.473	20.786	892.17	-0.11475	16.615	0.12972	vapor
230.00	1.5444	0.081751	12.232	2.8895	4.8036	102.93	12.473	20.786	893.14	-0.11475	16.640	0.12991	vapor
230.50	1.5444	0.081574	12.259	2.8957	4.8140	102.98	12.473	20.786	894.11	-0.11474	16.664	0.13010	vapor
231.00	1.5444	0.081398	12.285	2.9020	4.8244	103.02	12.473	20.786	895.07	-0.11474	16.689	0.13030	vapor
231.50	1.5444	0.081222	12.312	2.9082	4.8348	103.07	12.473	20.786	896.04	-0.11474	16.713	0.13049	vapor
232.00	1.5444	0.081047	12.338	2.9144	4.8452	103.11	12.473	20.786	897.00	-0.11473	16.737	0.13068	vapor
232.50	1.5444	0.080873	12.365	2.9207	4.8556	103.16	12.473	20.786	897.97	-0.11473	16.762	0.13088	vapor
233.00	1.5444	0.080700	12.392	2.9269	4.8660	103.20	12.473	20.786	898.93	-0.11473	16.786	0.13107	vapor
233.50	1.5444	0.080527	12.418	2.9332	4.8764	103.25	12.473	20.786	899.89	-0.11472	16.811	0.13127	vapor
234.00	1.5444	0.080355	12.445	2.9394	4.8868	103.29	12.473	20.786	900.85	-0.11472	16.835	0.13146	vapor
234.50	1.5444	0.080184	12.471	2.9456	4.8972	103.34	12.473	20.786	901.81	-0.11472	16.859	0.13165	vapor
235.00	1.5444	0.080014	12.498	2.9519	4.9076	103.38	12.473	20.786	902.77	-0.11471	16.883	0.13184	vapor
235.50	1.5444	0.079844	12.524	2.9581	4.9180	103.42	12.473	20.786	903.73	-0.11471	16.908	0.13204	vapor
236.00	1.5444	0.079675	12.551	2.9643	4.9283	103.47	12.473	20.786	904.69	-0.11470	16.932	0.13223	vapor
236.50	1.5444	0.079507	12.578	2.9706	4.9387	103.51	12.473	20.786	905.64	-0.11470	16.956	0.13242	vapor
237.00	1.5444	0.079339	12.604	2.9768	4.9491	103.56	12.473	20.786	906.60	-0.11469	16.980	0.13262	vapor
237.50	1.5444	0.079172	12.631	2.9830	4.9595	103.60	12.473	20.786	907.55	-0.11469	17.005	0.13281	vapor
238.00	1.5444	0.079006	12.657	2.9893	4.9699	103.64	12.473	20.786	908.51	-0.11468	17.029	0.13300	vapor
238.50	1.5444	0.078841	12.684	2.9955	4.9803	103.69	12.473	20.786	909.46	-0.11468	17.053	0.13319	vapor
239.00	1.5444	0.078676	12.710	3.0017	4.9907	103.73	12.473	20.786	910.41	-0.11467	17.077	0.13338	vapor
239.50	1.5444	0.078512	12.737	3.0080	5.0011	103.78	12.473	20.786	911.36	-0.11467	17.101	0.13358	vapor
240.00	1.5444	0.078349	12.763	3.0142	5.0115	103.82	12.473	20.786	912.31	-0.11466	17.125	0.13377	vapor
240.50	1.5444	0.078186	12.790	3.0205	5.0219	103.86	12.473	20.786	913.26	-0.11466	17.150	0.13396	vapor
241.00	1.5444	0.078024	12.817	3.0267	5.0323	103.90	12.473	20.786	914.20	-0.11465	17.174	0.13415	vapor
241.50	1.5444	0.077862	12.843	3.0329	5.0427	103.95	12.473	20.786	915.15	-0.11465	17.198	0.13434	vapor
242.00	1.5444	0.077702	12.870	3.0392	5.0531	103.99	12.473	20.786	916.09	-0.11464	17.222	0.13453	vapor
242.50	1.5444	0.077542	12.896	3.0454	5.0635	104.03	12.473	20.786	917.04	-0.11464	17.246	0.13473	vapor
243.00	1.5444	0.077382	12.923	3.0516	5.0738	104.08	12.473	20.786	917.98	-0.11463	17.270	0.13492	vapor
243.50	1.5444	0.077224	12.949	3.0579	5.0842	104.12	12.473	20.786	918.92	-0.11462	17.294	0.13511	vapor
244.00	1.5444	0.077065	12.976	3.0641	5.0946	104.16	12.473	20.786	919.86	-0.11462	17.318	0.13530	vapor
244.50	1.5444	0.076908	13.003	3.0703	5.1050	104.20	12.473	20.786	920.80	-0.11461	17.342	0.13549	vapor
245.00	1.5444	0.076751	13.029	3.0766	5.1154	104.25	12.473	20.786	921.74	-0.11460	17.366	0.13568	vapor
245.50	1.5444	0.076595	13.056	3.0828	5.1258	104.29	12.473	20.786	922.68	-0.11460	17.390	0.13587	vapor
246.00	1.5444	0.076440	13.082	3.0891	5.1362	104.33	12.473	20.786	923.62	-0.11459	17.414	0.13606	vapor
246.50	1.5444	0.076285	13.109	3.0953	5.1466	104.37	12.473	20.786	924.56	-0.11458	17.438	0.13625	vapor
247.00	1.5444	0.076130	13.135	3.1015	5.1570	104.42	12.473	20.786	925.49	-0.11458	17.462	0.13644	vapor
247.50	1.5444	0.075977	13.162	3.1078	5.1674	104.46	12.473	20.786	926.43	-0.11457	17.486	0.13663	vapor
248.00	1.5444	0.075824	13.188	3.1140	5.1778	104.50	12.473	20.786	927.36	-0.11456	17.510	0.13682	vapor
248.50	1.5444	0.075671	13.215	3.1202	5.1882	104.54	12.473	20.786	928.29	-0.11456	17.534	0.13701	vapor
249.00	1.5444	0.075520	13.242	3.1265	5.1986	104.58	12.473	20.786	929.22	-0.11455	17.558	0.13720	vapor
249.50	1.5444	0.075368	13.268	3.1327	5.2090	104.63	12.473	20.786	930.15	-0.11454	17.582	0.13739	vapor
250.00	1.5444	0.075218	13.295	3.1389	5.2193	104.67	12.473	20.786	931.08	-0.11453	17.605	0.13758	vapor
250.50	1.5444	0.075068	13.321	3.1452	5.2297	104.71	12.473	20.786	932.01	-0.11453	17.629	0.13777	vapor
251.00	1.5444	0.074918	13.348	3.1514	5.2401	104.75	12.473	20.785	932.94	-0.11452	17.653	0.13796	vapor
251.50	1.5444	0.074770	13.374	3.1577	5.2505	104.79	12.473	20.785	933.87	-0.11451	17.677	0.13815	vapor
252.00	1.5444	0.074621	13.401	3.1639	5.2609	104.83	12.473	20.785	934.79	-0.11450	17.701	0.13834	vapor
252.50	1.5444	0.074474	13.428	3.1701	5.2713	104.87	12.473	20.785	935.72	-0.11450	17.725	0.13853	vapor
253.00	1.5444	0.074327	13.454	3.1764	5.2817	104.91	12.473	20.785	936.64	-0.11449	17.748	0.13871	vapor
253.50	1.5444	0.074180	13.481	3.1826	5.2921	104.96	12.473	20.785	937.57	-0.11448	17.772	0.13890	vapor
254.00	1.5444	0.074034	13.507	3.1888	5.3025	105.00	12.473	20.785	938.49	-0.11447	17.796	0.13909	vapor
254.50	1.5444	0.073889	13.534	3.1951	5.3129	105.04	12.473	20.785	939.41	-0.11446	17.820	0.13928	vapor
255.00	1.5444	0.073744	13.560	3.2013	5.3233	105.08	12.473	20.785	940.33	-0.11446	17.844	0.13947	vapor
255.50	1.5444	0.073600	13.587	3.2075	5.3337	105.12	12.473	20.785	941.25	-0.11445	17.867	0.13966	vapor
256.00	1.5444	0.073456	13.613	3.2138	5.3441	105.16	12.473	20.785	942.17	-0.11444	17.891	0.13985	vapor
256.50	1.5444	0.073313	13.640	3.2200	5.3544	105.20	12.473	20.785	943.09	-0.11443	17.915	0.14003	vapor
257.00	1.5444	0.073171	13.667	3.2262	5.3648	105.24	12.473	20.785	944.01	-0.11442	17.938	0.14022	vapor
257.50	1.5444	0.073029	13.693	3.2325	5.3752	105.28	12.473	20.785	944.92	-0.11441	17.962	0.14041	vapor
258.00	1.5444	0.072888	13.720	3.2387	5.3856	105.32	12.473	20.785	945.84	-0.11440	17.986	0.14060	vapor
258.50	1.5444	0.072747	13.746	3.2450	5.3960	105.36	12.473	20.785	946.75	-0.11440	18.009	0.14078	vapor
259.00	1.5444	0.072606	13.773	3.2512	5.4064	105.40	12.473	20.785	947.66	-0.11439	18.033	0.14097	vapor
259.50	1.5444	0.072467	13.799	3.2574	5.4168	105.44	12.473	20.785	948.58	-0.11438	18.057	0.14116	vapor
260.00	1.5444	0.072327	13.826	3.2637	5.4272	105.48	12.473	20.785	949.49	-0.11437	18.080	0.14135	vapor
260.50	1.5444	0.072189	13.853	3.2699	5.4376	105.52	12.473	20.785	950.40	-0.11436	18.104	0.14153	vapor
261.00	1.5444	0.072051	13.879	3.2761	5.4480	105.56	12.473	20.785	951.31	-0.11435	18.127	0.14172	vapor
261.50	1.5444	0.071913	13.906	3.2824	5.4584	105.60	12.473	20.785	952.22	-0.11434	18.151	0.14191	vapor
262.00	1.5444	0.071776	13.932	3.2886	5.4688	105.64	12.473	20.785	953.13	-0.11433	18.175	0.14210	vapor
262.50	1.5444	0.071639	13.959	3.2948	5.4792	105.68	12.473	20.785	954.03	-0.11432	18.198	0.14228	vapor
263.00	1.5444	0.071503	13.985	3.3011	5.4896	105.72	12.473	20.785	954.94	-0.11431	18.222	0.14247	vapor
263.50	1.5444	0.071368	14.012	3.3073	5.4999	105.76	12.473	20.785	955.85	-0.11430	18.245	0.14266	vapor
264.00	1.5444	0.071233	14.039	3.3136	5.5103	105.80	12.473	20.785	956.75	-0.11429	18.269	0.14284	vapor
264.50	1.5444	0.071098	14.065	3.3198	5.5207	105.84	12.473	20.785	957.66	-0.11428	18.292	0.14303	vapor
265.00	1.5444	0.070964	14.092	3.3260	5.5311	105.88	12.473	20.785	958.56	-0.11427	18.316	0.14322	vapor
265.50	1.5444	0.070831	14.118	3.3323	5.5415	105.92	12.473	20.785	959.46	-0.11426	18.339	0.14340	vapor
266.00	1.5444	0.070698	14.145	3.3385	5.5519	105.96	12.473	20.785	960.36	-0.11425	18.363	0.14359	vapor
266.50	1.5444	0.070565	14.171	3.3447	5.5623	106.00	12.473	20.785	961.26	-0.11424	18.386	0.14377	vapor
267.00	1.5444	0.070433	14.198	3.3510	5.5727	106.03	12.473	20.785	962.16	-0.11423	18.410	0.14396	vapor
267.50	1.5444	0.070301	14.224	3.3572	5.5831	106.07	12.473	20.785	963.06	-0.11422	18.433	0.14415	vapor
268.00	1.5444	0.070170	14.251	3.3634	5.5935	106.11	12.473	20.785	963.96	-0.11421	18.456	0.14433	vapor
268.50	1.5444	0.070040	14.278	3.3697	5.6039	106.15	12.473	20.785	964.86	-0.11420	18.480	0.14452	vapor
269.00	1.5444	0.069910	14.304	3.3759	5.6143	106.19	12.473	20.785	965.75	-0.11419	18.503	0.14470	vapor
269.50	1.5444	0.069780	14.331	3.3821	5.6247	106.23	12.473	20.785	966.65	-0.11418	18.527	0.14489	vapor
270.00	1.5444	0.069651	14.357	3.3884	5.6351	106.27	12.473	20.785	967.54	-0.11417	18.550	0.14507	vapor
270.50	1.5444	0.069522	14.384	3.3946	5.6454	106.31	12.473	20.785	968.44	-0.11416	18.573	0.14526	vapor
271.00	1.5444	0.069394	14.410	3.4009	5.6558	106.34	12.473	20.785	969.33	-0.11415	18.597	0.14544	vapor
271.50	1.5444	0.069267	14.437	3.4071	5.6662	106.38	12.473	20.785	970.22	-0.11414	18.620	0.14563	vapor
272.00	1.5444	0.069139	14.464	3.4133	5.6766	106.42	12.473	20.785	971.12	-0.11413	18.643	0.14581	vapor
272.50	1.5444	0.069013	14.490	3.4196	5.6870	106.46	12.473	20.785	972.01	-0.11412	18.667	0.14600	vapor
273.00	1.5444	0.068886	14.517	3.4258	5.6974	106.50	12.473	20.785	972.90	-0.11411	18.690	0.14618	vapor
273.50	1.5444	0.068761	14.543	3.4320	5.7078	106.53	12.473	20.785	973.78	-0.11410	18.713	0.14637	vapor
274.00	1.5444	0.068635	14.570	3.4383	5.7182	106.57	12.473	20.785	974.67	-0.11409	18.737	0.14655	vapor
274.50	1.5444	0.068510	14.596	3.4445	5.7286	106.61	12.473	20.785	975.56	-0.11407	18.760	0.14674	vapor
275.00	1.5444	0.068386	14.623	3.4507	5.7390	106.65	12.473	20.785	976.45	-0.11406	18.783	0.14692	vapor
275.50	1.5444	0.068262	14.649	3.4570	5.7494	106.69	12.473	20.785	977.33	-0.11405	18.806	0.14710	vapor
276.00	1.5444	0.068138	14.676	3.4632	5.7598	106.72	12.473	20.785	978.22	-0.11404	18.830	0.14729	vapor
276.50	1.5444	0.068015	14.703	3.4694	5.7702	106.76	12.473	20.785	979.10	-0.11403	18.853	0.14747	vapor
277.00	1.5444	0.067893	14.729	3.4757	5.7806	106.80	12.473	20.785	979.99	-0.11402	18.876	0.14766	vapor
277.50	1.5444	0.067770	14.756	3.4819	5.7909	106.84	12.473	20.785	980.87	-0.11401	18.899	0.14784	vapor
278.00	1.5444	0.067649	14.782	3.4882	5.8013	106.87	12.473	20.785	981.75	-0.11400	18.922	0.14802	vapor
278.50	1.5444	0.067527	14.809	3.4944	5.8117	106.91	12.473	20.785	982.63	-0.11398	18.946	0.14821	vapor
279.00	1.5444	0.067406	14.835	3.5006	5.8221	106.95	12.473	20.785	983.51	-0.11397	18.969	0.14839	vapor
279.50	1.5444	0.067286	14.862	3.5069	5.8325	106.99	12.473	20.785	984.39	-0.11396	18.992	0.14858	vapor
280.00	1.5444	0.067166	14.889	3.5131	5.8429	107.02	12.473	20.785	985.27	-0.11395	19.015	0.14876	vapor
280.50	1.5444	0.067046	14.915	3.5193	5.8533	107.06	12.473	20.785	986.15	-0.11394	19.038	0.14894	vapor
281.00	1.5444	0.066927	14.942	3.5256	5.8637	107.10	12.473	20.785	987.02	-0.11393	19.061	0.14913	vapor
281.50	1.5444	0.066808	14.968	3.5318	5.8741	107.13	12.473	20.785	987.90	-0.11391	19.084	0.14931	vapor
282.00	1.5444	0.066690	14.995	3.5380	5.8845	107.17	12.473	20.785	988.78	-0.11390	19.107	0.14949	vapor
282.50	1.5444	0.066572	15.021	3.5443	5.8949	107.21	12.473	20.785	989.65	-0.11389	19.131	0.14967	vapor
283.00	1.5444	0.066454	15.048	3.5505	5.9053	107.24	12.473	20.785	990.52	-0.11388	19.154	0.14986	vapor
283.50	1.5444	0.066337	15.074	3.5568	5.9157	107.28	12.473	20.785	991.40	-0.11387	19.177	0.15004	vapor
284.00	1.5444	0.066221	15.101	3.5630	5.9260	107.32	12.473	20.785	992.27	-0.11386	19.200	0.15022	vapor
284.50	1.5444	0.066104	15.128	3.5692	5.9364	107.35	12.473	20.785	993.14	-0.11384	19.223	0.15040	vapor
285.00	1.5444	0.065988	15.154	3.5755	5.9468	107.39	12.473	20.785	994.01	-0.11383	19.246	0.15059	vapor
285.50	1.5444	0.065873	15.181	3.5817	5.9572	107.43	12.473	20.785	994.88	-0.11382	19.269	0.15077	vapor
286.00	1.5444	0.065758	15.207	3.5879	5.9676	107.46	12.473	20.785	995.75	-0.11381	19.292	0.15095	vapor
286.50	1.5444	0.065643	15.234	3.5942	5.9780	107.50	12.473	20.785	996.62	-0.11379	19.315	0.15113	vapor
287.00	1.5444	0.065529	15.260	3.6004	5.9884	107.54	12.473	20.785	997.49	-0.11378	19.338	0.15132	vapor
287.50	1.5444	0.065415	15.287	3.6066	5.9988	107.57	12.473	20.785	998.36	-0.11377	19.361	0.15150	vapor
288.00	1.5444	0.065302	15.314	3.6129	6.0092	107.61	12.473	20.785	999.22	-0.11376	19.384	0.15168	vapor
288.50	1.5444	0.065189	15.340	3.6191	6.0196	107.64	12.473	20.785	1000.1	-0.11374	19.407	0.15186	vapor
289.00	1.5444	0.065076	15.367	3.6253	6.0300	107.68	12.473	20.785	1001.0	-0.11373	19.430	0.15204	vapor
289.50	1.5444	0.064964	15.393	3.6316	6.0404	107.72	12.473	20.785	1001.8	-0.11372	19.453	0.15222	vapor
290.00	1.5444	0.064852	15.420	3.6378	6.0508	107.75	12.473	20.785	1002.7	-0.11371	19.476	0.15241	vapor
290.50	1.5444	0.064740	15.446	3.6441	6.0612	107.79	12.473	20.785	1003.5	-0.11369	19.498	0.15259	vapor
291.00	1.5444	0.064629	15.473	3.6503	6.0715	107.82	12.473	20.785	1004.4	-0.11368	19.521	0.15277	vapor
291.50	1.5444	0.064518	15.500	3.6565	6.0819	107.86	12.473	20.785	1005.3	-0.11367	19.544	0.15295	vapor
292.00	1.5444	0.064408	15.526	3.6628	6.0923	107.89	12.473	20.785	1006.1	-0.11366	19.567	0.15313	vapor
292.50	1.5444	0.064298	15.553	3.6690	6.1027	107.93	12.473	20.785	1007.0	-0.11364	19.590	0.15331	vapor
293.00	1.5444	0.064188	15.579	3.6752	6.1131	107.97	12.473	20.785	1007.8	-0.11363	19.613	0.15349	vapor
293.50	1.5444	0.064079	15.606	3.6815	6.1235	108.00	12.473	20.785	1008.7	-0.11362	19.636	0.15367	vapor
294.00	1.5444	0.063970	15.632	3.6877	6.1339	108.04	12.473	20.785	1009.6	-0.11361	19.658	0.15385	vapor
294.50	1.5444	0.063861	15.659	3.6939	6.1443	108.07	12.473	20.785	1010.4	-0.11359	19.681	0.15404	vapor
295.00	1.5444	0.063753	15.685	3.7002	6.1547	108.11	12.473	20.785	1011.3	-0.11358	19.704	0.15422	vapor
295.50	1.5444	0.063646	15.712	3.7064	6.1651	108.14	12.473	20.785	1012.1	-0.11357	19.727	0.15440	vapor
296.00	1.5444	0.063538	15.739	3.7127	6.1755	108.18	12.473	20.785	1013.0	-0.11355	19.750	0.15458	vapor
296.50	1.5444	0.063431	15.765	3.7189	6.1859	108.21	12.473	20.785	1013.8	-0.11354	19.772	0.15476	vapor
297.00	1.5444	0.063324	15.792	3.7251	6.1963	108.25	12.473	20.785	1014.7	-0.11353	19.795	0.15494	vapor
297.50	1.5444	0.063218	15.818	3.7314	6.2066	108.28	12.473	20.785	1015.5	-0.11351	19.818	0.15512	vapor
298.00	1.5444	0.063112	15.845	3.7376	6.2170	108.32	12.473	20.785	1016.4	-0.11350	19.841	0.15530	vapor
298.50	1.5444	0.063006	15.871	3.7438	6.2274	108.35	12.473	20.785	1017.2	-0.11349	19.863	0.15548	vapor
299.00	1.5444	0.062901	15.898	3.7501	6.2378	108.39	12.473	20.785	1018.1	-0.11347	19.886	0.15566	vapor
299.50	1.5444	0.062796	15.925	3.7563	6.2482	108.42	12.473	20.785	1018.9	-0.11346	19.909	0.15584	vapor
300.00	1.5444	0.062692	15.951	3.7625	6.2586	108.46	12.473	20.785	1019.8	-0.11345	19.932	0.15602	vapor
